,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
3444,Belgium,1985,female,75+ years,119,409900,29.03,86730038793,9356
3445,Belgium,1985,female,55-74 years,276,1029700,26.8,86730038793,9356
3446,Belgium,1985,female,35-54 years,252,1216200,20.72,86730038793,9356
3447,Belgium,1985,male,15-24 years,109,775300,14.06,86730038793,9356
3448,Belgium,1985,female,25-34 years,78,744000,10.48,86730038793,9356
3449,Belgium,1985,female,15-24 years,33,744100,4.43,86730038793,9356
3450,Belgium,1985,male,5-14 years,12,644100,1.86,86730038793,9356
3451,Belgium,1985,female,5-14 years,1,615800,0.16,86730038793,9356
3452,Belgium,1986,male,75+ years,211,215400,97.96,120661220336,12992
3453,Belgium,1986,male,55-74 years,444,889900,49.89,120661220336,12992
3454,Belgium,1986,male,35-54 years,476,1237100,38.48,120661220336,12992
3455,Belgium,1986,male,25-34 years,236,786200,30.02,120661220336,12992
3456,Belgium,1986,female,55-74 years,255,1039500,24.53,120661220336,12992
3457,Belgium,1986,female,75+ years,90,419600,21.45,120661220336,12992
3458,Belgium,1986,female,35-54 years,252,1221200,20.64,120661220336,12992
3459,Belgium,1986,male,15-24 years,118,760500,15.52,120661220336,12992
3460,Belgium,1986,female,25-34 years,76,755700,10.06,120661220336,12992
3461,Belgium,1986,female,15-24 years,40,729100,5.49,120661220336,12992
3462,Belgium,1986,male,5-14 years,3,630300,0.48,120661220336,12992
3463,Belgium,1986,female,5-14 years,1,602600,0.17,120661220336,12992
3464,Belgium,1987,male,75+ years,222,214800,103.35,150194077688,16165
3465,Belgium,1987,male,55-74 years,433,893500,48.46,150194077688,16165
3466,Belgium,1987,male,35-54 years,483,1239800,38.96,150194077688,16165
3467,Belgium,1987,male,25-34 years,273,789200,34.59,150194077688,16165
3468,Belgium,1987,female,75+ years,113,422000,26.78,150194077688,16165
3469,Belgium,1987,female,55-74 years,232,1040900,22.29,150194077688,16165
3470,Belgium,1987,female,35-54 years,215,1222000,17.59,150194077688,16165
3471,Belgium,1987,male,15-24 years,121,756300,16.0,150194077688,16165
3472,Belgium,1987,female,25-34 years,100,759300,13.17,150194077688,16165
3473,Belgium,1987,female,15-24 years,35,725700,4.82,150194077688,16165
3474,Belgium,1987,male,5-14 years,11,628100,1.75,150194077688,16165
3475,Belgium,1987,female,5-14 years,0,599700,0.0,150194077688,16165
3476,Belgium,1988,male,75+ years,181,217000,83.41,163167853538,17509
3477,Belgium,1988,male,55-74 years,390,901500,43.26,163167853538,17509
3478,Belgium,1988,male,35-54 years,423,1251300,33.8,163167853538,17509
3479,Belgium,1988,male,25-34 years,238,796900,29.87,163167853538,17509
3480,Belgium,1988,female,75+ years,104,429200,24.23,163167853538,17509
3481,Belgium,1988,female,55-74 years,211,1044800,20.2,163167853538,17509
3482,Belgium,1988,female,35-54 years,213,1229900,17.32,163167853538,17509
3483,Belgium,1988,male,15-24 years,113,745800,15.15,163167853538,17509
3484,Belgium,1988,female,25-34 years,86,767800,11.2,163167853538,17509
3485,Belgium,1988,female,15-24 years,28,715900,3.91,163167853538,17509
3486,Belgium,1988,male,5-14 years,8,624200,1.28,163167853538,17509
3487,Belgium,1988,female,5-14 years,1,595000,0.17,163167853538,17509
3488,Belgium,1989,male,75+ years,220,220800,99.64,165100094595,17659
3489,Belgium,1989,male,55-74 years,351,908400,38.64,165100094595,17659
3490,Belgium,1989,male,35-54 years,422,1267600,33.29,165100094595,17659
3491,Belgium,1989,male,25-34 years,215,805000,26.71,165100094595,17659
3492,Belgium,1989,female,75+ years,91,436800,20.83,165100094595,17659
3493,Belgium,1989,female,55-74 years,200,1048300,19.08,165100094595,17659
3494,Belgium,1989,male,15-24 years,126,730000,17.26,165100094595,17659
3495,Belgium,1989,female,35-54 years,190,1243700,15.28,165100094595,17659
3496,Belgium,1989,female,25-34 years,72,776100,9.28,165100094595,17659
3497,Belgium,1989,female,15-24 years,27,700100,3.86,165100094595,17659
3498,Belgium,1989,male,5-14 years,4,620700,0.64,165100094595,17659
3499,Belgium,1989,female,5-14 years,2,591700,0.34,165100094595,17659
3500,Belgium,1990,male,75+ years,208,221900,93.74,206430841502,22032
3501,Belgium,1990,male,55-74 years,349,915100,38.14,206430841502,22032
3502,Belgium,1990,male,35-54 years,422,1285200,32.84,206430841502,22032
3503,Belgium,1990,male,25-34 years,213,811000,26.26,206430841502,22032
3504,Belgium,1990,female,75+ years,95,439600,21.61,206430841502,22032
3505,Belgium,1990,female,55-74 years,193,1053000,18.33,206430841502,22032
3506,Belgium,1990,male,15-24 years,109,711900,15.31,206430841502,22032
3507,Belgium,1990,female,35-54 years,186,1259200,14.77,206430841502,22032
3508,Belgium,1990,female,25-34 years,81,781400,10.37,206430841502,22032
3509,Belgium,1990,female,15-24 years,37,682800,5.42,206430841502,22032
3510,Belgium,1990,male,5-14 years,2,618600,0.32,206430841502,22032
3511,Belgium,1990,female,5-14 years,0,590000,0.0,206430841502,22032
3512,Belgium,1991,male,75+ years,205,219300,93.48,211637816539,22523
3513,Belgium,1991,male,55-74 years,310,925900,33.48,211637816539,22523
3514,Belgium,1991,male,35-54 years,424,1304700,32.5,211637816539,22523
3515,Belgium,1991,male,25-34 years,235,813800,28.88,211637816539,22523
3516,Belgium,1991,female,75+ years,76,436200,17.42,211637816539,22523
3517,Belgium,1991,female,55-74 years,172,1063800,16.17,211637816539,22523
3518,Belgium,1991,female,35-54 years,184,1277400,14.4,211637816539,22523
3519,Belgium,1991,male,15-24 years,100,696300,14.36,211637816539,22523
3520,Belgium,1991,female,25-34 years,71,783200,9.07,211637816539,22523
3521,Belgium,1991,female,15-24 years,23,667900,3.44,211637816539,22523
3522,Belgium,1991,male,5-14 years,4,618500,0.65,211637816539,22523
3523,Belgium,1991,female,5-14 years,1,589600,0.17,211637816539,22523
3524,Belgium,1992,male,75+ years,178,213800,83.26,236038384442,25036
3525,Belgium,1992,male,55-74 years,331,940200,35.21,236038384442,25036
3526,Belgium,1992,male,35-54 years,450,1325000,33.96,236038384442,25036
3527,Belgium,1992,male,25-34 years,235,813500,28.89,236038384442,25036
3528,Belgium,1992,female,75+ years,94,428600,21.93,236038384442,25036
3529,Belgium,1992,female,55-74 years,202,1079300,18.72,236038384442,25036
3530,Belgium,1992,male,15-24 years,114,683800,16.67,236038384442,25036
3531,Belgium,1992,female,35-54 years,171,1296200,13.19,236038384442,25036
3532,Belgium,1992,female,25-34 years,69,782500,8.82,236038384442,25036
3533,Belgium,1992,female,15-24 years,29,656700,4.42,236038384442,25036
3534,Belgium,1992,male,5-14 years,5,619100,0.81,236038384442,25036
3535,Belgium,1992,female,5-14 years,0,589400,0.0,236038384442,25036
3536,Belgium,1993,male,75+ years,196,206300,95.01,225924679921,23875
3537,Belgium,1993,male,35-54 years,573,1346000,42.57,225924679921,23875
3538,Belgium,1993,male,55-74 years,365,956900,38.14,225924679921,23875
3539,Belgium,1993,male,25-34 years,276,810400,34.06,225924679921,23875
3540,Belgium,1993,female,75+ years,94,419100,22.43,225924679921,23875
3541,Belgium,1993,male,15-24 years,138,674100,20.47,225924679921,23875
3542,Belgium,1993,female,55-74 years,192,1097600,17.49,225924679921,23875
3543,Belgium,1993,female,35-54 years,196,1315100,14.9,225924679921,23875
3544,Belgium,1993,female,25-34 years,74,779500,9.49,225924679921,23875
3545,Belgium,1993,female,15-24 years,33,648400,5.09,225924679921,23875
3546,Belgium,1993,male,5-14 years,4,619900,0.65,225924679921,23875
3547,Belgium,1993,female,5-14 years,1,589600,0.17,225924679921,23875
3548,Belgium,1994,male,75+ years,200,204800,97.66,246194938751,25922
3549,Belgium,1994,male,35-54 years,538,1367300,39.35,246194938751,25922
3550,Belgium,1994,male,55-74 years,378,968900,39.01,246194938751,25922
3551,Belgium,1994,male,25-34 years,266,804200,33.08,246194938751,25922
3552,Belgium,1994,male,15-24 years,151,665700,22.68,246194938751,25922
3553,Belgium,1994,female,75+ years,82,414900,19.76,246194938751,25922
3554,Belgium,1994,female,55-74 years,185,1110600,16.66,246194938751,25922
3555,Belgium,1994,female,35-54 years,213,1334900,15.96,246194938751,25922
3556,Belgium,1994,female,25-34 years,83,774100,10.72,246194938751,25922
3557,Belgium,1994,female,15-24 years,24,641000,3.74,246194938751,25922
3558,Belgium,1994,male,5-14 years,10,620600,1.61,246194938751,25922
3559,Belgium,1994,female,5-14 years,1,590400,0.17,246194938751,25922
3560,Belgium,1995,male,75+ years,169,211300,79.98,289567323481,30394
3561,Belgium,1995,male,35-54 years,593,1390200,42.66,289567323481,30394
3562,Belgium,1995,male,55-74 years,392,969500,40.43,289567323481,30394
3563,Belgium,1995,male,25-34 years,244,795600,30.67,289567323481,30394
3564,Belgium,1995,male,15-24 years,142,657100,21.61,289567323481,30394
3565,Belgium,1995,female,75+ years,84,422900,19.86,289567323481,30394
3566,Belgium,1995,female,55-74 years,185,1108700,16.69,289567323481,30394
3567,Belgium,1995,female,35-54 years,222,1357900,16.35,289567323481,30394
3568,Belgium,1995,female,25-34 years,72,767500,9.38,289567323481,30394
3569,Belgium,1995,female,15-24 years,39,634100,6.15,289567323481,30394
3570,Belgium,1995,male,5-14 years,10,621100,1.61,289567323481,30394
3571,Belgium,1995,female,5-14 years,3,591200,0.51,289567323481,30394
3572,Belgium,1996,male,75+ years,173,221792,78.0,281358175896,29438
3573,Belgium,1996,male,35-54 years,551,1417838,38.86,281358175896,29438
3574,Belgium,1996,male,55-74 years,352,961063,36.63,281358175896,29438
3575,Belgium,1996,male,25-34 years,239,786754,30.38,281358175896,29438
3576,Belgium,1996,male,15-24 years,140,649022,21.57,281358175896,29438
3577,Belgium,1996,female,75+ years,68,436450,15.58,281358175896,29438
3578,Belgium,1996,female,35-54 years,215,1386275,15.51,281358175896,29438
3579,Belgium,1996,female,55-74 years,157,1095398,14.33,281358175896,29438
3580,Belgium,1996,female,25-34 years,77,760530,10.12,281358175896,29438
3581,Belgium,1996,female,15-24 years,36,627412,5.74,281358175896,29438
3582,Belgium,1996,male,5-14 years,3,622534,0.48,281358175896,29438
3583,Belgium,1996,female,5-14 years,2,592477,0.34,281358175896,29438
3584,Belgium,1997,male,75+ years,197,226961,86.8,254813599459,26609
3585,Belgium,1997,male,35-54 years,608,1433650,42.41,254813599459,26609
3586,Belgium,1997,male,55-74 years,343,955659,35.89,254813599459,26609
3587,Belgium,1997,male,25-34 years,273,782814,34.87,254813599459,26609
3588,Belgium,1997,male,15-24 years,124,645571,19.21,254813599459,26609
3589,Belgium,1997,female,35-54 years,238,1402471,16.97,254813599459,26609
3590,Belgium,1997,female,55-74 years,173,1087545,15.91,254813599459,26609
3591,Belgium,1997,female,75+ years,69,443094,15.57,254813599459,26609
3592,Belgium,1997,female,25-34 years,81,757131,10.7,254813599459,26609
3593,Belgium,1997,female,15-24 years,34,624118,5.45,254813599459,26609
3594,Belgium,1997,male,5-14 years,6,623586,0.96,254813599459,26609
3595,Belgium,1997,female,5-14 years,0,593623,0.0,254813599459,26609
3596,Belgium,1998,male,75+ years,185,241792,76.51,260601911536,27087
3597,Belgium,1998,male,35-54 years,571,1471297,38.81,260601911536,27087
3598,Belgium,1998,male,55-74 years,329,949378,34.65,260601911536,27087
3599,Belgium,1998,male,25-34 years,236,764850,30.86,260601911536,27087
3600,Belgium,1998,male,15-24 years,136,636467,21.37,260601911536,27087
3601,Belgium,1998,female,75+ years,86,461159,18.65,260601911536,27087
3602,Belgium,1998,female,35-54 years,228,1440638,15.83,260601911536,27087
3603,Belgium,1998,female,55-74 years,154,1073492,14.35,260601911536,27087
3604,Belgium,1998,female,25-34 years,56,741822,7.55,260601911536,27087
3605,Belgium,1998,female,15-24 years,31,615839,5.03,260601911536,27087
3606,Belgium,1998,male,5-14 years,5,626794,0.8,260601911536,27087
3607,Belgium,1998,female,5-14 years,2,597469,0.33,260601911536,27087
3608,Belgium,1999,male,75+ years,148,251980,58.73,260202429150,26969
3609,Belgium,1999,male,35-54 years,558,1492493,37.39,260202429150,26969
3610,Belgium,1999,male,55-74 years,329,950152,34.63,260202429150,26969
3611,Belgium,1999,male,25-34 years,204,748800,27.24,260202429150,26969
3612,Belgium,1999,male,15-24 years,113,632892,17.85,260202429150,26969
3613,Belgium,1999,female,55-74 years,145,1069485,13.56,260202429150,26969
3614,Belgium,1999,female,35-54 years,198,1462303,13.54,260202429150,26969
3615,Belgium,1999,female,75+ years,62,473110,13.1,260202429150,26969
3616,Belgium,1999,female,25-34 years,63,727178,8.66,260202429150,26969
3617,Belgium,1999,female,15-24 years,26,613014,4.24,260202429150,26969
3618,Belgium,1999,male,5-14 years,9,628075,1.43,260202429150,26969
3619,Belgium,1999,female,5-14 years,2,598795,0.33,260202429150,26969
3620,Belgium,2000,male,75+ years,176,261961,67.19,237904919845,24592
3621,Belgium,2000,male,35-54 years,589,1511704,38.96,237904919845,24592
3622,Belgium,2000,male,55-74 years,353,952563,37.06,237904919845,24592
3623,Belgium,2000,male,25-34 years,265,731332,36.24,237904919845,24592
3624,Belgium,2000,male,15-24 years,139,631207,22.02,237904919845,24592
3625,Belgium,2000,female,35-54 years,253,1481833,17.07,237904919845,24592
3626,Belgium,2000,female,55-74 years,180,1067181,16.87,237904919845,24592
3627,Belgium,2000,female,75+ years,76,484631,15.68,237904919845,24592
3628,Belgium,2000,female,25-34 years,69,711759,9.69,237904919845,24592
3629,Belgium,2000,female,15-24 years,38,612148,6.21,237904919845,24592
3630,Belgium,2000,male,5-14 years,4,628531,0.64,237904919845,24592
3631,Belgium,2000,female,5-14 years,1,599175,0.17,237904919845,24592
3632,Belgium,2001,male,75+ years,171,271676,62.94,237841968680,24494
3633,Belgium,2001,male,35-54 years,686,1524828,44.99,237841968680,24494
3634,Belgium,2001,male,55-74 years,361,961448,37.55,237841968680,24494
3635,Belgium,2001,male,25-34 years,239,717487,33.31,237841968680,24494
3636,Belgium,2001,male,15-24 years,118,631774,18.68,237841968680,24494
3637,Belgium,2001,female,75+ years,86,496214,17.33,237841968680,24494
3638,Belgium,2001,female,35-54 years,248,1495214,16.59,237841968680,24494
3639,Belgium,2001,female,55-74 years,155,1070496,14.48,237841968680,24494
3640,Belgium,2001,female,25-34 years,55,699613,7.86,237841968680,24494
3641,Belgium,2001,female,15-24 years,35,612659,5.71,237841968680,24494
3642,Belgium,2001,male,5-14 years,7,628591,1.11,237841968680,24494
3643,Belgium,2001,female,5-14 years,4,600055,0.67,237841968680,24494
3644,Belgium,2002,male,75+ years,173,280663,61.64,258860436665,26526
3645,Belgium,2002,male,35-54 years,636,1532542,41.5,258860436665,26526
3646,Belgium,2002,male,55-74 years,344,976466,35.23,258860436665,26526
3647,Belgium,2002,male,25-34 years,235,708881,33.15,258860436665,26526
3648,Belgium,2002,female,55-74 years,186,1080063,17.22,258860436665,26526
3649,Belgium,2002,male,15-24 years,107,633971,16.88,258860436665,26526
3650,Belgium,2002,female,35-54 years,242,1503026,16.1,258860436665,26526
3651,Belgium,2002,female,75+ years,66,506614,13.03,258860436665,26526
3652,Belgium,2002,female,25-34 years,58,692308,8.38,258860436665,26526
3653,Belgium,2002,female,15-24 years,24,614288,3.91,258860436665,26526
3654,Belgium,2002,female,5-14 years,3,600964,0.5,258860436665,26526
3655,Belgium,2002,male,5-14 years,2,628784,0.32,258860436665,26526
3656,Belgium,2003,male,75+ years,179,289022,61.93,319002821670,32538
3657,Belgium,2003,male,35-54 years,684,1538139,44.47,319002821670,32538
3658,Belgium,2003,male,55-74 years,324,991219,32.69,319002821670,32538
3659,Belgium,2003,male,25-34 years,221,702195,31.47,319002821670,32538
3660,Belgium,2003,male,15-24 years,121,636426,19.01,319002821670,32538
3661,Belgium,2003,female,55-74 years,169,1090130,15.5,319002821670,32538
3662,Belgium,2003,female,35-54 years,218,1509017,14.45,319002821670,32538
3663,Belgium,2003,female,75+ years,60,515520,11.64,319002821670,32538
3664,Belgium,2003,female,25-34 years,64,687593,9.31,319002821670,32538
3665,Belgium,2003,female,15-24 years,39,616806,6.32,319002821670,32538
3666,Belgium,2003,male,5-14 years,8,627838,1.27,319002821670,32538
3667,Belgium,2003,female,5-14 years,4,600217,0.67,319002821670,32538
3668,Belgium,2004,male,75+ years,157,297919,52.7,370885026074,37661
3669,Belgium,2004,male,35-54 years,618,1542915,40.05,370885026074,37661
3670,Belgium,2004,male,55-74 years,343,1005599,34.11,370885026074,37661
3671,Belgium,2004,male,25-34 years,205,696334,29.44,370885026074,37661
3672,Belgium,2004,male,15-24 years,124,638439,19.42,370885026074,37661
3673,Belgium,2004,female,35-54 years,237,1515362,15.64,370885026074,37661
3674,Belgium,2004,female,55-74 years,146,1099444,13.28,370885026074,37661
3675,Belgium,2004,female,75+ years,65,525456,12.37,370885026074,37661
3676,Belgium,2004,female,25-34 years,55,683475,8.05,370885026074,37661
3677,Belgium,2004,female,15-24 years,28,620047,4.52,370885026074,37661
3678,Belgium,2004,female,5-14 years,6,597900,1.0,370885026074,37661
3679,Belgium,2004,male,5-14 years,3,625132,0.48,370885026074,37661
3680,Belgium,2005,male,75+ years,170,308369,55.13,387365750529,39124
3681,Belgium,2005,male,35-54 years,643,1549954,41.49,387365750529,39124
3682,Belgium,2005,male,55-74 years,370,1018252,36.34,387365750529,39124
3683,Belgium,2005,male,25-34 years,195,691901,28.18,387365750529,39124
3684,Belgium,2005,female,55-74 years,173,1106872,15.63,387365750529,39124
3685,Belgium,2005,female,35-54 years,236,1523342,15.49,387365750529,39124
3686,Belgium,2005,male,15-24 years,98,641284,15.28,387365750529,39124
3687,Belgium,2005,female,75+ years,69,537786,12.83,387365750529,39124
3688,Belgium,2005,female,25-34 years,48,681309,7.05,387365750529,39124
3689,Belgium,2005,female,15-24 years,26,624077,4.17,387365750529,39124
3690,Belgium,2005,male,5-14 years,1,622381,0.16,387365750529,39124
3691,Belgium,2005,female,5-14 years,0,595487,0.0,387365750529,39124
3692,Belgium,2006,male,75+ years,142,319905,44.39,409813197842,41135
3693,Belgium,2006,male,35-54 years,616,1559144,39.51,409813197842,41135
3694,Belgium,2006,male,55-74 years,333,1029722,32.34,409813197842,41135
3695,Belgium,2006,male,25-34 years,217,689593,31.47,409813197842,41135
3696,Belgium,2006,female,55-74 years,167,1113517,15.0,409813197842,41135
3697,Belgium,2006,female,35-54 years,229,1532206,14.95,409813197842,41135
3698,Belgium,2006,male,15-24 years,86,645841,13.32,409813197842,41135
3699,Belgium,2006,female,75+ years,64,550950,11.62,409813197842,41135
3700,Belgium,2006,female,25-34 years,50,680859,7.34,409813197842,41135
3701,Belgium,2006,female,15-24 years,27,629311,4.29,409813197842,41135
